Authors;Title;Source title;DOI;Link;Abstract
"Ahmed, K.R.; Ansari, M.E.; Ahsan, M.N.; Rohan, A.; Uddin, M.B.; Rivin, M.A.H.";Deep learning framework for interpretable supply chain forecasting using SOM ANN and SHAP;Scientific Reports;10.1038/s41598-025-11510-z;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011152582&doi=10.1038%2Fs41598-025-11510-z&partnerID=40&md5=5952f58377fe049cc58ed90ced20f3b8;Contemporary supply chain networks in the context of the era of Industry 4.0 are becoming more erratic and complex, and have an influx of structured and unstructured data. Conventional practices of supply chain management (SCM) cannot overcome real-time uncertainties, and it is time to orient the SCM toward AI-guided predictive modeling. This research contains a suggestion of a deep learning (DL) framework that combines Self-Organizing Maps (SOMs), Principal Component Analysis (PCA), and Artificial Neural Networks (ANNs) to predict more accurately the supply chain shipping timing and delivery risk. Applying the DataCo Smart Supply Chain dataset, the offered SOM+ANN model proved much more accurate than conventional Machine Learning (ML) procedures, e.g., Random Forest (RF), XGBoost, or Decision Tree (DT), to address the tasks of predicting the shipping time and categorizing the risk of late delivery. The R2 was found to be 0.92, Root Mean Squared Error (RMSE) 0.936, and Mean Absolute Error (MAE) 0.8459 of the SOM+ANN model estimated the shipping duration. In the classification, the accuracy was 96% and the F1-score was 96.22%. Furthermore, the research also employed another dataset, making it more accurate, better generalized, and robust. The proposed model achieved 89.65% accuracy in dataset 2. The model’s outcomes are also interpretable and assisted by SHAP (Shapley Additive exPlanations). The interpretability methods enabled end users to comprehend how the model makes classification decisions. The proposed framework promotes SCM operations, resilience, and decision-making by incorporating transparent AI methodologies. © The Author(s) 2025.
"Agrawal, A.; Pradhan, S.K.; Rout, B.K.";Deep localization: A pathway to achieve self-sustainable ecosystem for the Indian Solar PV industry;Energy for Sustainable Development;10.1016/j.esd.2025.101880;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020669310&doi=10.1016%2Fj.esd.2025.101880&partnerID=40&md5=03cf97eba5d90d2fee6ae75a1c5b1c09;The whole world is committed to decarbonize and climate change control objectives, with solar energy at the forefront of its energy transition. While solar installations across globe increase, critical solar manufacturing remains highly concentrated in China. This creates reliance on imports and exposes India's vulnerability to the supply chain. Despite India's ambitious target to achieve 500GW of renewable capacity by 2030, its dependence on imported solar modules, cells, unavailability of wafers, and polysilicon manufacturing raises concerns over self-reliance and long-term sustainability. To address these challenges, Deep Localization (DL) framework that extends conventional localization framework by fostering innovation, circular economy practices, building trust, and a resilient domestic supply chain. The variables were identified through a literature review and expert inputs. Exploratory Factor Analysis was applied to determine the factor structure and eliminate weak variables. A hypothesized model was developed to analyze the interplay between policy, risk, and demand management, DL, and their impact on supplier and manufacturer development in India's solar PV sector. Data was collected through a structured questionnaire survey from 411 respondents, and the model was validated using Structural Equation Modelling. The findings highlight that policy management is essential for risk mitigation. The integrated policy, demand and risk management create an enabling environment for DL, with a strong focus on creating a robust supplier-manufacturer network to enhance competitiveness. By adopting DL strategies, India can transition from an import driven country to a global manufacturing hub, ensuring India's ambitions for economic growth, sustainability, and energy security. © 2025 International Energy Initiative
"Zhao, B.; Su, K.; Wei, Y.; Shang, T.";Design of distributionally robust closed-loop supply chain network based on data-driven under disruption risks;International Journal of Systems Science: Operations and Logistics;10.1080/23302674.2024.2309293;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184733725&doi=10.1080%2F23302674.2024.2309293&partnerID=40&md5=def7314ebb2f82dd60623c1008b5f8e4;"In globalised and highly uncertain business environment, it is necessary to design a supply chain that is not only efficient but also resilient, with continuity to operate and meet demand in the face of disruption. Aiming at this problem, a two-stage distributionally robust optimisation model based on data-driven is established to design a closed-loop supply chain network that can be flexibly executed in case of disruption. To analyse the resilience of the supply chain, the model considers the possible random disruptions of two types of facilities, and aims to deal with them through active and passive strategies such as supplier fortifying, recovery, signing with backup suppliers, and lateral transshipment. In addition, in view of the uncertainty of disruption scenarios and the limited disruption historical data available, distributionally robust optimisation method with the Wasserstein ambiguity set is used. In solving, the established robust model is transformed into a tractable model form using duality and linearisation technology, and solved by Gurobi solver. The numerical results show: Considering resilient measures effectively mitigate disruption hazards; Adding the recycling strategy can significantly reduce the production costs; Comparing with stochastic and classical robust optimisation models, the performance of the model established in this paper is highlighted. © 2024 Informa UK Limited, trading as Taylor & Francis Group."
"Stewart, M.; Ivanov, D.";Design redundancy in agile and resilient humanitarian supply chains;Annals of Operations Research;10.1007/s10479-019-03507-5;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076547359&doi=10.1007%2Fs10479-019-03507-5&partnerID=40&md5=20fa95b1dea8281ea42b1461bea74f48;This paper proposes a design redundancy framework for countering the risks inherent in humanitarian supply chains (SCs), particularly those operating in conflict zones. This framework deals with humanitarian SC design and risk management, drawing from literature on agility and resilience. The humanitarian SC operation directed by the logistics cluster in Yemen is analyzed using system dynamics simulation and network optimization. Real data is used as input to the models to create and five alternative SC designs which can be implemented depending on the current risks to the humanitarian SC. This constitutes the new concept of design redundancy, whereby humanitarian SC managers can analyse multiple alternative SC designs for humanitarian operations. Each design is fitted to a potential risk scenario which is likely to occur during that crisis. The approach developed empowers the decision-makers to ensure the continued flow of aid to beneficiaries despite disruption providing decision-making support for humanitarian SC managers and communication with donors. © 2019, Springer Science+Business Media, LLC, part of Springer Nature.
"Babaeinesami, A.; Tohidi, H.; Seyedaliakbar, S.M.";Designing a data-driven leagile sustainable closed-loop supply chain network;International Journal of Management Science and Engineering Management;10.1080/17509653.2020.1811794;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091059116&doi=10.1080%2F17509653.2020.1811794&partnerID=40&md5=6c221411a903369b4c2cd5d7c2d5cc67;Nowadays, there is a great deal of interest in applying sustainability concepts for logistics and supply chain management. This paper proposes a new multi objective model in the area of closed loop supply chain problem integrated with lot sizing by considering lean, agility and sustainability factors simultaneously. In this regard, responsiveness, environmental, social and economic aspects are regarded in the model in addition to the capacity and service-level constraints. Most importantly, strategic and operational backup decisions are developed to increase the resiliency of the system against disruption of the facilities and routes simultaneously. In the following, a new hybrid metaheuristic algorithm comprised a parallel Multi-Objective Particle Swarm Optimization (PMOPSO) algorithm and a multi objective social engineering optimizer (MOSEO) is developed to deal with large size problems efficiency. To ensure about the effectiveness of the proposed hybrid algorithm, the results of this algorithm are compared with a Non-dominated Sorting Genetic Algorithm (NSGA-II). © 2020 International Society of Management Science and Engineering Management.
"Zeng, L.; Liu, S.Q.; Kozan, E.; Burdett, R.; Masoud, M.; Chung, S.-H.";Designing a resilient and green coal supply chain network under facility disruption and demand volatility;Computers and Industrial Engineering;10.1016/j.cie.2023.109476;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166469657&doi=10.1016%2Fj.cie.2023.109476&partnerID=40&md5=280db37c18d7ddc72f366feb04a5e272;Few studies have addressed strategic-level disruptions and operational-level risks for the coal industry in the literature on mining supply chain management. In many developing countries, the coal industry plays a leading role in electric power generation and primarily contributes to carbon emissions. This study aims to design a resilient and green coal supply chain network (RG-CSCN) considering strategic-level disruptions, operational-level risks, and carbon emissions. A practical stochastic mixed-integer programming model is developed to optimise both economic and environmental objectives (i.e., the total network cost and the total carbon emissions cost). Our proposed model involves five resilience strategies: facility fortification, reserving emergency inventory, direct-to-port delivery, establishing reliable distribution centres, and multiple transportation routes. Based on real-world data from the coal industry, we conduct extensive computational experiments to evaluate the impacts of strategic-level disruptions and operational-level risks and to validate the applicability of the proposed five resilience strategies and their synergistic performance in coal supply chain management. Moreover, sensitivity analyses are carried out to examine the influences of different customer service levels and carbon tax policies in various scenarios. © 2023 Elsevier Ltd
"Jabbarzadeh, A.; Shamsi, M.";Designing a resilient and sustainable multi-feedstock bioethanol supply chain: Integration of mathematical modeling and machine learning;Applied Energy;10.1016/j.apenergy.2024.123794;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204404227&doi=10.1016%2Fj.apenergy.2024.123794&partnerID=40&md5=fc773cd01c116c42fd445c5648fe5ab3;The escalating global demand for sustainable energy has intensified the focus on bioethanol as a renewable resource. This paper presents a novel optimization approach for designing and planning a resilient and sustainable supply chain for bioethanol production, utilizing second and third-generation biomass. The proposed approach adeptly determines crucial strategic and tactical decisions for the supply chain while effectively addressing epistemic uncertainties and disruption risks associated with the production process. These decisions, encompassing optimal locations, capacities, technologies, production, distribution, and transportation choices, are strategically navigated in three distinct phases. In the first phase, a combined data envelopment analysis and artificial neural network approach selects optimal sites for establishing microalgae production facilities. The second phase presents a mixed-integer linear programming model to optimize the bioethanol supply chain design by minimizing total costs and meeting sustainability constraints on greenhouse gas emissions and employment. The model seamlessly integrates multiple biomass feedstocks, incorporating wheat straw, corn stover, and microalgae. Addressing disruption risks, the third phase employs a novel robust stochastic-possibilistic programming to effectively tackle uncertainties in costs, prices, and yields. The implementation of the proposed optimization approach using real data from a case study demonstrates its utility as a decision support tool for resilient and sustainable bioethanol supply chain design. Computational results notably highlight the superiority of the proposed robust approach, showcasing over 11 % cost savings compared to its deterministic counterpart. © 2024
"Singla, D.; Rana, S.; Gulzar, Y.; Mir, M.S.; Gupta, D.; Jaziri, W.; Sassi, N.; Arora, S.";Designing and implementing a resilient immutability mechanism for enhanced supply chain management in E-healthcare systems;Frontiers in Sustainable Cities;10.3389/frsc.2024.1403809;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201560786&doi=10.3389%2Ffrsc.2024.1403809&partnerID=40&md5=225afd12a7f64a1b9212a3ee7c75b2f0;Counterfeit drugs pose significant health risks due to their variable efficacy and potential harmful ingredients. To combat this issue, a reliable and secure track-and-trace system is essential for pharmaceutical supply chains. This paper proposes an Immutable and Decentralized Pharma (IDP) model, leveraging blockchain technology to ensure the safe and efficient distribution of medications. The IDP model utilizes smart contracts to record transactions between entities onto a blockchain, enabling end-to-end product tracking and provenance. Experimental results on a polygon blockchain test network demonstrate the feasibility and enhanced security of the IDP model in a collaborative environment. Our solution addresses the challenges of data privacy, openness, and authenticity inherent in centralized track-and-trace systems, providing a promising approach to eliminate counterfeits and guarantee product safety in pharmaceutical supply chains. © © 2024 Singla, Kumar, Gulzar, Mir, Gupta, Jaziri, Sassi and Arora.
"Chakrabarty, P.; Paul, S.K.; Trianni, A.; Saha, S.C.";Designing and long-term planning for household hydrogen supply chain in Australia;Cleaner Logistics and Supply Chain;10.1016/j.clscn.2025.100283;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023494377&doi=10.1016%2Fj.clscn.2025.100283&partnerID=40&md5=ce8acbbb3ce6355458bca55e6a3086c1;This study presents the development of the long-term Household Hydrogen Supply Chain (HHSC) model, aimed at supporting the decarbonisation of household energy consumption. Structured across three strategic phases: foundation, expansion, and maturation, the model facilitates the systematic phase-out of liquefied petroleum gas (LPG) by 2045 and natural gas (NG) by 2080. Employing demand estimation methodologies grounded in historical data and exponential decay functions, the study forecasts long-term hydrogen adoption trajectories and allocates regional demand to optimise infrastructure placement. A network optimisation model identifies the optimal locations and capacities of national, regional, and local distribution centres (NDCs, RDCs, and LDCs). This staged development ensures operational scalability, geographic equity, and financial viability. A key finding is the substantial increase in profitability from $479 million in 2026 to $88.26 billion by 2090, driven by infrastructure growth and increasing hydrogen demand. Sensitivity analyses indicate that the adoption during the mid years (2040–2060) is particularly vulnerable to cost fluctuations. The model supports net-zero 2050 goals and aligns with several Sustainable Development Goals (SDGs), including SDGs 7, 9, and 13. While the HHSC provides a structured pathway for long-term hydrogen transition, future research should focus on enhancing the resilience of the HHSC by incorporating real-time data integration, assessing vulnerability to supply chain disruptions, and developing risk mitigation strategies to ensure continuity and scalability in hydrogen delivery under uncertain operating conditions. © 2025 The Authors.
"Preston, J.F.; Cox, B.A.; Rebeiz, P.P.; Breitbach, T.W.";Developing a resilient, robust and efficient supply network in Africa;Journal of Defense Analytics and Logistics;10.1108/JDAL-09-2021-0006;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143271990&doi=10.1108%2FJDAL-09-2021-0006&partnerID=40&md5=bd675bb108c85994be046033c237d52c;"Purpose: Supply chains need to balance competing objectives; in addition to efficiency, supply chains need to be resilient to adversarial and environmental interference and robust to uncertainties in long-term demand. Significant research has been conducted designing efficient supply chains and recent research has focused on resilient supply chain design. However, the integration of resilient and robust supply chain design is less well studied. The purpose of the paper is to include resilience and robustness into supply chain design. Design/methodology/approach: The paper develops a method to include resilience and robustness into supply chain design. Using the region of West Africa, which is plagued with persisting logistical issues, the authors develop a regional risk assessment framework and then apply categorical risk to the countries of West Africa using publicly available data. A scenario reduction technique is used to focus on the highest risk scenarios for the model to be tractable. Next, the authors develop a mathematical model leveraging this framework to design a resilient supply network that minimizes cost while ensuring the network functions following a disruption. Finally, the authors examine the network's robustness to demand uncertainty via several plausible emergency scenarios. Findings: The authors provide optimal sets of transshipment hubs with varying counts from 5 through 15 hubs. The authors determine there is no feasible solution that uses only five transshipment hubs. The authors' findings reinforce those seven transshipment hubs – the solution currently employed in West Africa – is the cheapest architecture to achieve resilience and robustness. Additionally, for each set of feasibility transshipment hubs, the authors provide connections between hubs and demand spokes. Originality/value: While, at the time of this research, three other manuscripts incorporated both resilience and robustness of the authors' research unique solved the problem as a network flow instead of as a set covering problem. Additionally, the authors establish a novel risk framework to guide the required amount of redundancy, and finally the out research proposes a scenario reduction heuristic to allow tractable exploration of 512 possible demand scenarios. © 2021, In accordance with section 105 of the US Copyright Act, this work has been produced by a US government employee and shall be considered a public domain work, as copyright protection is not available."
"He, H.; Brush, T.; Cai, H.; Thakkar, D.; Dunlop, S.; Biller, S.";Developing a strategic supply chain resiliency index: an assessment of the global lithium supply for U.S. automotive EV battery production;International Journal of Production Research;10.1080/00207543.2025.2534842;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011271495&doi=10.1080%2F00207543.2025.2534842&partnerID=40&md5=1861bab09aabc2e4ce446cfd64b7d7d9;While the importance of improving supply chain resilience (SCR) is gaining increasing recognition, measuring it remains challenging. Existing literature focuses on modelling operational SCR, emphasising post-disruption impact and recovery, but lacks practical tools and metrics for assessing resilience from a strategic perspective. Strategic decisions, such as supply network design and strategy for selecting suppliers, are critical to mitigate disruption risks and impacts. To address this gap, we propose a supply chain strategic resiliency index (SRI) to comprehensively measure strategic SCR. The index integrates the consideration of supply network structure, supplier reliability (especially geopolitical risks), and each supplier’s contribution of material flow into a unified metric. Such an index can serve three primary purposes: (1) benchmarking the resilience of the existing supply chain, (2) evaluating the impact of strategic supply chain management decisions, and (3) assessing the resilience impact of new technology developments. As a use case, we analyzed the lithium supply chain of U.S. electric vehicle manufacturers, utilising real-world lithium imports and vehicle production data. Our results show that automakers are increasing their SCR, as exemplified by General Motors’ SRI increase from 27 in 2022 to 59 in 2023, and further to 65 in 2024. © 2025 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.
"Wang, X.; Zhang, M.; Qi, Y.; Wang, Q.";Developing supply chain resilience: a supply network perspective;Supply Chain Management;10.1108/SCM-07-2024-0485;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002255426&doi=10.1108%2FSCM-07-2024-0485&partnerID=40&md5=7b0792856c748f1c76304ae4d0ca1078;Purpose: This study aims to empirically investigate the impacts of a supplier’s position within the extended supply network on supply chain resilience and the moderating effects of the speed of the supplier’s operational processes in e-commerce supply chains. Design/methodology/approach: Monthly operational data, including data from 441 suppliers, were collected from a Chinese e-commerce platform, with their extended supply networks constructed using binary relationship data obtained from TianYanCha. Fixed effects models were used to analyze the data. Findings: The results indicate that suppliers’ structural holes in the extended supply network improve supply chain resilience, whereas network centrality and spatial complexity are negatively associated with it. Furthermore, the speed of suppliers’ operational processes not only enhances supply chain resilience but also mitigates the negative impact of network centrality and weakens the positive impact of structural holes while strengthening the negative impact of spatial complexity. Practical implications: E-commerce platforms can increase supply chain resilience by strategically leveraging suppliers’ network positions and operational capabilities. Platforms should leverage structural holes for diverse resources, mitigate risks from centralized suppliers through diversification and invest in technologies for visibility. Balancing the speed of processes with visibility and coordination helps mitigate disruptions. Originality/value: These findings provide empirical evidence on the joint effects of a supplier’s position and its operational capabilities on supply chain resilience, enhancing the current understanding of the antecedents of supply chain resilience from a supply network perspective. It offers insights into how platforms leverage suppliers’ positions in extended supply networks and operational capabilities to bolster supply chain resilience during disruptions. © 2025, Emerald Publishing Limited.
"Brintrup, A.; Kosasih, E.; MacCarthy, B.L.; Demirel, G.";Digital supply chain surveillance;;10.1016/B978-0-323-91614-1.00022-8;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137877946&doi=10.1016%2FB978-0-323-91614-1.00022-8&partnerID=40&md5=33203f595bcd1f1b8dd2634f0aebaae7;In this chapter, we define and conceptualize the emerging practice of “Digital Supply Chain Surveillance (DSCS)” as the proactive monitoring of digital data that allows firms to track, manage, and analyze information related to a supply chain network using available data and information sources. DSCS has potential applications in risk management, supplier performance management, production planning, inventory optimization, quality management, supplier financing, and cost reduction in supply chains. Artificial Intelligence (AI) is potentially a key enabler and may facilitate a step change in DSCS. We present a framework, SDAR (Surveillance, Detection, Action, Response), to support the design of effective business processes for supply network surveillance. We outline the most important types of AI algorithms and models and discuss their applicability to a range of questions that arise in DSCS. By linking different surveillance data sources and systems, appropriate AI techniques can make surveillance easier, more informative, and scalable. However, AI-based DSCS gives rise to significant technical, ethical, and managerial challenges. These include the decomposition and reintegration of surveillance data and analyses, data imbalances, mitigation of biases in data, algorithms and statistical estimations, and the challenge of embedding DSCS in effective supplier monitoring and auditing processes. © 2022 Elsevier Inc. All rights reserved.
"Ivanov, D.; Dolgui, A.; Das, A.; Sokolov, B.";Digital Supply Chain Twins: Managing the Ripple Effect, Resilience, and Disruption Risks by Data-Driven Optimization, Simulation, and Visibility;International Series in Operations Research and Management Science;10.1007/978-3-030-14302-2_15;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064917380&doi=10.1007%2F978-3-030-14302-2_15&partnerID=40&md5=8dc10680494be0079ad19021b8db6916;The quality of model-based decision-making support strongly depends on the data, its completeness, fullness, validity, consistency, and timely availability. These requirements on data are of a special importance in supply chain (SC) risk management for predicting disruptions and reacting to them. Digital technology, Industry 4.0, Blockchain, and real-time data analytics have a potential to achieve a new quality in decision-making support when managing severe disruptions, resilience, and the Ripple effect. A combination of simulation, optimization, and data analytics constitutes a digital twin: a new data-driven vision of managing the disruption risks in SC. A digital SC twin is a model that can represent the network state for any given moment in time and allow for complete end-to-end SC visibility to improve resilience and test contingency plans. This chapter proposes an SC risk analytics framework and explains the concept of digital SC twins. It analyses perspectives and future transformations to be expected in transition toward cyber-physical SCs. It demonstrates a vision of how digital technologies and smart operations can help integrate resilience and lean thinking into a resileanness framework “Low-Certainty-Need” (LCN) SC. © 2019, Springer Nature Switzerland AG.
"Ivanov, D.; Dolgui, A.; Das, A.; Sokolov, B.";Digital Supply Chain Twins: Managing the Ripple Effect, Resilience, and Disruption Risks by Data-Driven Optimization, Simulation, and Visibility;International Series in Operations Research and Management Science;10.1007/978-3-031-85508-5_16;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006940153&doi=10.1007%2F978-3-031-85508-5_16&partnerID=40&md5=7e58f25208df27a0e4a59b6a7f162979;The quality of model-based decision-making support strongly depends on the data, its completeness, fullness, validity, consistency, and timely availability. These requirements on data are of special importance in supply chain (SC) risk management for predicting disruptions and reacting to them. Digital technology, Industry 4.0, Blockchain, and real-time data analytics have the potential to achieve a new quality in decision-making support when managing severe disruptions, resilience, and the Ripple effect. A combination of simulation, optimization, and data analytics constitutes a digital twin: a new data-driven vision of managing the disruption risks in SC. A digital SC twin is a model that can represent the network state for any given moment in time and allow for complete end-to-end SC visibility to improve resilience and test contingency plans. This chapter proposes an SC risk analytics framework and explains the concept of digital SC twins. It analyses perspectives and future transformations to be expected in the transition toward cyber-physical SCs. It demonstrates a vision of how digital technologies and smart operations can help integrate resilience and lean thinking into a resileanness framework “Low-Certainty-Need” (LCN) SC. © Springer Nature Switzerland AG 2025.
"Shivanjali, u.; Singh, M.";Digital Transformation in Supply Chain: Contemporary Applications, Strategic Contributions, and Emerging Challenges;;10.1108/978-1-83662-046-420251009;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024504186&doi=10.1108%2F978-1-83662-046-420251009&partnerID=40&md5=cfc32e6c11df502f40c1fd60d035aeec;Digital transformation is reshaping the supply chain landscape, driving enhanced efficiency, visibility, and responsiveness. This study explores contemporary applications of digital technologies such as the Internet of Things (loT), artificial intelligence (AI), blockchain, and cloud computing in supply chain operations. These technologies enable real-time tracking, predictive analytics, and secure transactions, fostering greater collaboration and transparency across the value chain. Strategic contributions of digital transformation include the optimisation of logistics, demand forecasting, inventory management, and customer service, which collectively enhance competitiveness and adaptability in volatile markets. However, emerging challenges such as cybersecurity risks, data privacy concerns, technology integration complexities, and workforce upskilling demand critical attention. This chapter provides insights into balancing technological innovation with strategic resilience to unlock the full potential of digital transformation in the supply chain. © 2025 by Shivanjalia and Mitushi Singhb. Published under exclusive licence by Emerald Publishing Limited. All rights reserved.
"Malagas, K.N.; Yilmaz, A.K.";Efficient Management of Supply Chain Risks in the Digital Age: A Theoretical Approach;Accounting, Finance, Sustainability, Governance and Fraud;10.1007/978-981-96-6448-1_3;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009241370&doi=10.1007%2F978-981-96-6448-1_3&partnerID=40&md5=53f2d5f5836a0c439b8bf7f1f6eaff42;"The supply chain mainly consists of a complex network of enterprises that operate in various regions and an uncertain and continuously changing environment. Therefore, a large number of risks impact the operation of supply chains. Those actual and potential risks should be efficiently and effectively monitored and managed by supply chain management. Toward the achievement of these targets, the implementation of a well-organized risk management system, the achievement of a high level of integration between supply chain members, and the quick and effective information circulation and dissemination through the extended use of novel digital technologies such as the Internet of Things (IoT), Blockchain and others, are vital. These three concepts are interrelated, and their successful implementation positively influences the supply chain’s risk minimization and operational performance. Grouping risks and developing the appropriate mitigation strategies are essential to identify and keeping risks under control and achieving resilience. In particular, the relevant literature suggests various groups and sub-groups of risks; endogenous/internal and exogenous/external risks are the main categories, and multiple sourcing, high flexibility, and strong collaboration between partners are the most common mitigation strategies. Moreover, emphasis on sustainable objectives and sustainability-related risks is needed. Supply chain operators based on collected and analyzed data with the assistance of new digital technologies and the implementation of the proper management system can successfully manage future risks. The study presents the issues mentioned above easily, clearly, and understandable for readers and provides valuable knowledge to practitioners and academicians. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2025."
"Channi, H.K.; Sandhu, R.; Kumar, P.";Enabling Transparent Supply to Build a Next-Generation Supply Chain;;10.1002/9781394287970.ch11;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215230178&doi=10.1002%2F9781394287970.ch11&partnerID=40&md5=a1f64814d53647bdf18686a422d6954e;"Innovations in technology and changes in customer expectations are causing a sea change in the conventional supply chain model, which is moving toward more openness and responsibility. Through the use of cutting-edge technology and cooperative structures, this abstract lays out a plan to construct a supply chain of the future that is marked by openness, accountability, and longevity. Embedded in this revolution is the idea of enabling transparent supply, which comprises utilizing new technologies like blockchain, IoT, and AI to build a supply chain network that is both efficient and open to scrutiny. The underlying infrastructure for allowing transparent supply is provided by blockchain technology, which has an immutable and decentralized ledger. From the procurement of raw materials to the delivery of finished items to the customer, blockchain technology records every transaction and movement of commodities on a distributed ledger, making the whole supply chain transparent and traceable. Internet of Things (IoT) device integration improves supply chain visibility and real-time tracking even further. In order to facilitate proactive decision-making and risk management, stakeholders may install sensors and networked devices at several touchpoints to track critical variables like location, humidity, and temperature. Optimizing supply chain processes and improving transparency are two areas where artificial intelligence plays a crucial role. Organizations can now better anticipate demand variations, optimize inventory levels, and minimize supply chain risks with the use of AI-driven analytics, which provide predictive insights and prescriptive suggestions. To construct a supply chain fit for the future, technical advancements are not enough; stakeholder participation and partnership development are equally crucial. By fostering open communication and exchange of data, collaborative platforms and consortiums make it possible to integrate previously siloed supply chain systems in a streamlined fashion. For the supply chain ecosystem to remain viable and resilient in the long run, it is crucial to include sustainability principles. Organizations may improve their social impact, decrease their carbon footprint, and boost their brand image by making supply chain decisions based on environmental, social, and governance (ESG) factors. © 2025 Scrivener Publishing LLC."
"Shawon, R.E.R.; Supti, A.M.; Kawsar, M.; Jobaer, M.A.A.; Sumon, M.F.I.; Debnath, P.; Ravva, A.; Sharfuddin, M.; Malla, S.";ENHANCING SUPPLY CHAIN RESILIENCE ACROSS U.S. REGIONS USING MACHINE LEARNING AND LOGISTICS PERFORMANCE ANALYTICS;International Journal of Applied Mathematics;10.12732/ijam.v38i4s.225;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017924849&doi=10.12732%2Fijam.v38i4s.225&partnerID=40&md5=2401edbaec908ba92d00447c2897945f;This study looks at how supply chain resilience can be strengthened across U.S. regions by linking logistics performance analytics with machine learning. We started by framing resilience in measurable terms, focusing on key performance indicators such as on-time delivery, cost efficiency, and variability across carriers and regions. With these metrics in place, the next step was to clean and structure shipment data so that patterns could be revealed. Using that foundation, we built models to predict delays, optimize carrier selection, and detect anomalies that might signal underlying fragility. Forecasting methods were applied to anticipate future shipping costs and route performance, while clustering was used to distinguish between resilient and fragile connections within the network. From there, we moved beyond standard predictive tasks. We experimented with resilience-aware objectives that penalize misclassifying delayed shipments more heavily, tested whether models trained in one region could adapt to another, and subjected the models to stress scenarios that mimicked shocks like surges in demand, noisy data, or carrier disruptions. What stood out is that while traditional metrics and models capture average performance well, resilience-aware methods provide a sharper view of vulnerabilities and recovery capacity. The insights are not just academic. They show that resilience can be operationalized through a combined framework of analytics and machine learning, producing tools that managers and policymakers can use to spot risks earlier, choose more reliable carriers, and plan for disruption. In practice, this makes it possible to see resilience as more than a buzzword: it becomes a measurable, actionable quality of the supply chain that can be managed and improved across U.S. regions. © 2025, Diogenes Co. Ltd.. All rights reserved.
"Ulle, R.S.; Yogananthan, S.; Gopalan, B.; Patil, K.";Enhancing Supply Chain Resilience in the Fashion Apparel Industry Through Advanced Analytics: A Review;;10.4018/979-8-3693-4433-0.ch006;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006964758&doi=10.4018%2F979-8-3693-4433-0.ch006&partnerID=40&md5=081db78e14685b71ad01c8084caf27ed;The fast-paced fashion industry relies on far-flung supply chains, making it prone to disruptions. To combat this, supply chain resilience analytics steps in. It leverages data to pinpoint vulnerabilities, assess risks, and craft strategies to make fashion’s supply chains more adaptable and recovery-swift in the face of surprises. This datadriven approach involves gathering and monitoring data, meticulously assessing risks, using predictive analytics to anticipate future challenges, and crafting both scenario planning and contingency plans. Additionally, it optimizes supply chain networks for efficiency. By proactively identifying and mitigating risks, fashion companies can ensure smooth production, distribution, and customer satisfaction. This translates to better operational efficiency, responsiveness to customer demands, and the ability to consistently deliver high-quality products. Ultimately, supply chain resilience analytics empowers fashion companies to navigate uncertainties with greater ease and build a robust and resilient supply chain ecosystem. © 2025 by IGI Global Scientific Publishing. All rights reserved.
